"0 bis 5","6 bis 10","11 bis 15","16 bis 20","21 bis 25","26 bis 30","31 bis 35","36 bis 40","41 bis 45","46 bis 50","51 bis 55","56 bis 60","61 bis 65","66 bis 70","71 bis 75","76 bis 80","81 bis 85","86 bis 90","über 90"
7,16,13,62,187,191,155,159,197,201,226,153,101,85,68,58,27,12,8,3
