"positive_tests","hospitalisiert","intensivstation","männlich","weiblich","tirol","salzburg","steiermark","burgenland","vorarlberg","niederösterreich","oberösterreich","wien","kärnten"
1929,64,12,1076,853,461,118,247,25,138,292,362,229,57
